"File","Offset","Pointers","Japanese","English","width","height","lineheight","English","English","English","English"
"opb/PartsDesc.opb","0x3383","0x1 0xab8","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。","A special part used only at the Tree Workshop. Made from the wood of a sacred tree that's a thousand years old.",240,64,16,"A special part used only at the Tree Workshop. Made from the wood of sacred tree that's a thousand years old.","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。"
"opb/PartsDesc.opb","0x33c4","0x1 0xac4","神木滑車","Holy Tree Pulley",102,14,14,"Sacred Tree Pulley","Sacred Tree Pulley","Sacred Tree Pulley","&Sacred Tree Pulley"
"opb/PartsDesc.opb","0x33cd","0x1 0xac8","耐久力＋７5
打撃、斬撃ダメージが２０％上昇
/c5※木工房の人形のみ装備可能/c3"," ・ Stamina +75
 ・ Striking, slashing damage increased 20%
/c5* Equippable only by Tree Workshop Puppets./c3",240,64,16,"Stamina +75
Striking, slashing damage increased by 20%
/c5* Equippable only by Tree Workshop mechs./c3","Stamina +75
Striking, slashing damage increased 20%
/c5* Equippable only by Tree Workshop Puppets./c3","Stamina +75
Striking, slashing damage increased by 20%
/c5* Equippable only by Tree Workshop Puppets./c3","Stamina +75
Striking, slashing damage increased 20%
/c5* Equippable only by Tree Workshop Puppets./c3"
"opb/PartsDesc.opb","0x341c","0x1 0xacc","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。","A special part used only at the Tree Workshop. Made from the wood of a sacred tree that's a thousand years old.",240,64,16,"A special part used only at the Tree Workshop. Made from the wood of sacred tree that's a thousand years old.","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。"
"opb/PartsDesc.opb","0x345d","0x1 0xad8","千年滑車","Millennium Pulley",102,14,14,"Millennium Pulley","Millenium Pulley","Millenium Pulley","&Millenium Pulley"
"opb/PartsDesc.opb","0x3466","0x1 0xadc","耐久力＋１5０
打撃、斬撃ダメージが２5％上昇
/c5※木工房の人形のみ装備可能/c3"," ・ Stamina +150
 ・ Striking, slashing damage increased 25%
/c5* Equippable only by Tree Workshop Puppets./c3",240,64,16,"Stamina +150
Striking, slashing damage increased by 25%
/c5* Equippable only by Tree Workshop mechs./c3","Stamina +150
Striking, slashing damage increased 25%
/c5* Equippable only by Tree Workshop Puppets./c3","Stamina +150
Striking, slashing damage increased by 25%
/c5* Equippable only by Tree Workshop Puppets./c3","Stamina +150
Striking, slashing damage increased 25%
/c5* Equippable only by Tree Workshop Puppets./c3"
"opb/PartsDesc.opb","0x34b7","0x1 0xae0","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。","A special part used only at the Tree Workshop. Made from the wood of a sacred tree that's a thousand years old.",240,64,16,"A special part used only at the Tree Workshop. Made from the wood of sacred tree that's a thousand years old.","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。","　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。"
"opb/PartsDesc.opb","0x34f8","0x1 0xaec","Ｖ１センサー","V1 Sensor",102,14,14,"V1 Sensor","V1 Sensor","V1 Sensor","&V1 Sensor"
"opb/PartsDesc.opb","0x3505","0x1 0xaf0","獲得資金＋5％"," ・ Acquired funds +5%",240,64,16,"Acquired funds +5%","Acquired funds +5%","Acquired funds +5%","Acquired funds +5%"
"opb/PartsDesc.opb","0x3514","0x1 0xaf4","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","A type of metal detector. Useful for finding things such as recyclable parts.",240,64,16,"A type of metal detector. Useful for finding things such as recyclable parts.","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。"
"opb/PartsDesc.opb","0x3555","0x1 0xb00","Ｖ２センサー","V2 Sensor",102,14,14,"V2 Sensor","V2 Sensor","V2 Sensor","&V2 Sensor"
"opb/PartsDesc.opb","0x3562","0x1 0xb04","獲得資金＋１０％"," ・ Acquired funds +10%",240,64,16,"Acquired funds +10%","Acquired funds +10%","Acquired funds +10%","Acquired funds +10%"
"opb/PartsDesc.opb","0x3573","0x1 0xb08","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","A type of metal detector. Useful for finding things such as recyclable parts.",240,64,16,"A type of metal detector. Useful for finding things such as recyclable parts.","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。"
"opb/PartsDesc.opb","0x35b4","0x1 0xb14","Ｖ３センサー","V3 Sensor",102,14,14,"V3 Sensor","V3 Sensor","V3 Sensor","&V3 Sensor"
"opb/PartsDesc.opb","0x35c1","0x1 0xb18","獲得資金＋１5％"," ・ Acquired funds +15%",240,64,16,"Acquired funds +15%","Acquired funds +15%","Acquired funds +15%","Acquired funds +15%"
"opb/PartsDesc.opb","0x35d2","0x1 0xb1c","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","A type of metal detector. Useful for finding things such as recyclable parts.",240,64,16,"A type of metal detector. Useful for finding things such as recyclable parts.","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。"
"opb/PartsDesc.opb","0x3613","0x1 0xb28","Ｖ4センサー","V4 Sensor",102,14,14,"V4 Sensor","V4 Sensor","V4 Sensor","&V4 Sensor"
"opb/PartsDesc.opb","0x3620","0x1 0xb2c","獲得資金＋２０％"," ・ Acquired funds +20%",240,64,16,"Acquired funds +20%","Acquired funds +20%","Acquired funds +20%","Acquired funds +20%"
"opb/PartsDesc.opb","0x3631","0x1 0xb30","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","A type of metal detector. Useful for finding things such as recyclable parts.",240,64,16,"A type of metal detector. Useful for finding things such as recyclable parts.","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。"
"opb/PartsDesc.opb","0x3672","0x1 0xb3c","Ｖ5センサー","V5 Sensor",102,14,14,"V5 Sensor","V5 Sensor","V5 Sensor","&V5 Sensor"
"opb/PartsDesc.opb","0x367f","0x1 0xb40","獲得資金＋２5％"," ・ Acquired funds +25%",240,64,16,"Acquired funds +25%","Acquired funds +25%","Acquired funds +25%","Acquired funds +25%"
"opb/PartsDesc.opb","0x3690","0x1 0xb44","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","A type of metal detector. Useful for finding things such as recyclable parts.",240,64,16,"A type of metal detector. Useful for finding things such as recyclable parts.","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。","　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。"
"opb/PartsDesc.opb","0x36d1","0x1 0xb50","ダブルシールド","Double Shield",102,14,14,"Double Shield","Double Shield","Double Shield","&Double Shield"
"opb/PartsDesc.opb","0x36e0","0x1 0xb54","ダメージを２回だけ無効にする
/c5※複数装備すると効果が複数回発揮/c3"," ・ Nullifies damage up to two times
/c5* Equipping multiple units increases the number of uses./c3",240,64,16,"Nullifies damage up to two times.
/c5* Equipping multiple units increases the number of uses./c3","Nullifies damage up to two times.
/c5* Equipping multiple devices increases the number of uses./c3","Nullifies damage up to two times
/c5* Equipping multiple devices increases the
number of uses./c3","Nullifies damage up to two times.
/c5* Equipping multiple devices increases the number of uses./c3"
"opb/PartsDesc.opb","0x3725","0x1 0xb58","　ショック吸収装置。製造には希少素材
を多数必要とするため、あまり作られる
ことのない装置である。","A shock absorber. It requires a large number of rare materials to create, so it's not a piece of equipment that's made often.",240,64,16,"A shock absorber. It requires a large number of rare materials to create, so it's a piece of equipment that's not made often.","　ショック吸収装置。製造には希少素材
を多数必要とするため、あまり作られる
ことのない装置である。","　ショック吸収装置。製造には希少素材
を多数必要とするため、あまり作られる
ことのない装置である。","　ショック吸収装置。製造には希少素材
を多数必要とするため、あまり作られる
ことのない装置である。"
"opb/PartsDesc.opb","0x3788","0x1 0xb64","フロストギア","Frost Gear",102,14,14,"Frost Gear","Frost Gear","Frost Gear","&Frost Gear"
"opb/PartsDesc.opb","0x3795","0x1 0xb68","オーバーヒート時、一度だけ瞬間回復
/c5※複数装備すると効果が複数回発揮/c3"," ・ Upon overheating, recover instantly one time only
/c5* Equipping multiple units increases the number of uses./c3",240,64,16,"Upon overheating, recovers instantly one time only.
/c5* Equipping multiple units increases the number of uses./c3","Upon overheating, recovers instantly one time only.
/c5* Equipping multiple devices increases the number of uses./c3","Upon overheating, recovers instantly one time only
/c5* Equipping multiple devices increases the
number of uses./c3","Upon overheating, recovers instantly one time only.
/c5* Equipping multiple devices increases the number of uses./c3"
"opb/PartsDesc.opb","0x37e0","0x1 0xb6c","　強力な冷気を噴射して人形全体を瞬間
冷却する装置。製造には高い技術が必要
とされ、市場にはほとんど流通しない。","A device that cools Puppets instantly by spraying them with super-cold air. Producing it requires expensive technology, and it isn't often put on the market.",240,64,16,"A device that cools mechs instantly by spraying it with super-cold air. Producing it requires expensive technology, and it is not often put on the market.","　強力な冷気を噴射して人形全体を瞬間
冷却する装置。製造には高い技術が必要
とされ、市場にはほとんど流通しない。","　強力な冷気を噴射して人形全体を瞬間
冷却する装置。製造には高い技術が必要
とされ、市場にはほとんど流通しない。","　強力な冷気を噴射して人形全体を瞬間
冷却する装置。製造には高い技術が必要
とされ、市場にはほとんど流通しない。"
"opb/PartsDesc.opb","0x3851","0x1 0xb78","黒車輪","Black Wheel",102,14,14,"Black Wheel","Black Wheel","Black Wheel","&Black Wheel"
"opb/PartsDesc.opb","0x3858","0x1 0xb7c","車型の最高速度がアップ"," ・ Raises top speed of car forms",240,64,16,"Raises top speed of car forms.","Raises top speed of car forms","Raises top speed of car forms","Raises top speed of car forms"
"opb/PartsDesc.opb","0x386f","0x1 0xb80","　特殊な素材で作られたホイール。","A wheel made from special materials.",240,64,16,"A wheel made from special materials.","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。"
"opb/PartsDesc.opb","0x3890","0x1 0xb8c","赤車輪","Red Wheel",102,14,14,"Red Wheel","Red Wheel","Red Wheel","&Red Wheel"
"opb/PartsDesc.opb","0x3897","0x1 0xb90","車型の最高速度がアップ
斬撃、打撃ダメージが１０％上昇"," ・ Raises top speed of car forms
 ・ Striking, slashing damage increased 10%",240,64,16,"Raises top speed of car forms.
Increases striking, slashing damage by 10%","Raises top speed of car forms
Increases striking, slashing damage by 10%","Raises top speed of car forms
Increases striking, slashing damage by 10%","Raises top speed of car forms
Increases striking, slashing damage by 10%"
"opb/PartsDesc.opb","0x38ce","0x1 0xb94","　特殊な素材で作られたホイール。","A wheel made from special materials.",240,64,16,"A wheel made from special materials.","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。"
"opb/PartsDesc.opb","0x38ef","0x1 0xba0","緑車輪","Green Wheel",102,14,14,"Green Wheel","Green Wheel","Green Wheel","&Green Wheel"
"opb/PartsDesc.opb","0x38f6","0x1 0xba4","車型の最高速度がアップ
耐久力＋4０"," ・ Raises top speed of car forms
 ・ Stamina +40",240,64,16,"Raises top speed of car forms.
Stamina +40","Raises top speed of car forms
Stamina +40","Raises top speed of car forms
Stamina +40","Raises top speed of car forms
Stamina +40"
"opb/PartsDesc.opb","0x391b","0x1 0xba8","　特殊な素材で作られたホイール。","A wheel made from special materials.",240,64,16,"A wheel made from special materials.","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。"
"opb/PartsDesc.opb","0x393c","0x1 0xbb4","青車輪","Blue Wheel",102,14,14,"Blue Wheel","Blue Wheel","Blue Wheel","&Blue Wheel"
"opb/PartsDesc.opb","0x3943","0x1 0xbb8","車型の最高速度がアップ
オーバーヒート後の冷却時間を少し短縮"," ・ Raises top speed of car forms
 ・ Slightly shortens cooling time after overheating",240,64,16,"Raises top speed of car forms
Slightly shortens cooling time after overheating","Raises top speed of car forms
Slightly shortens cooling time after overheating","Raises top speed of car forms
Slightly shortens cooling time after overheating","Raises top speed of car forms
Slightly shortens cooling time after overheating"
"opb/PartsDesc.opb","0x3980","0x1 0xbbc","　特殊な素材で作られたホイール。","A wheel made from special materials.",240,64,16,"A wheel made from special materials.","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。"
"opb/PartsDesc.opb","0x39a1","0x1 0xbc8","銀車輪","Silver Wheel",102,14,14,"Silver Wheel","Silver Wheel","Silver Wheel","&Silver Wheel"
"opb/PartsDesc.opb","0x39a8","0x1 0xbcc","車型の最高速度が大きくアップ"," ・ Greatly increases top speed of car forms",240,64,16,"Greatly increases top speed of car forms.","Greatly increases top speed of car forms","Greatly increases top speed of car forms","Greatly increases top speed of car forms"
"opb/PartsDesc.opb","0x39c5","0x1 0xbd0","　特殊な素材で作られたホイール。","A wheel made from special materials.",240,64,16,"A wheel made from special materials.","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。","　特殊な素材で作られたホイール。"
"opb/PartsDesc.opb","0x39e6","0x1 0xbdc","強化タイヤＡ","Reinforced Tire A",102,14,14,"Reinforced Tire A","Reinforced Tire A","Reinforced Tire A","&Reinforced Tire A"
"opb/PartsDesc.opb","0x39f3","0x1 0xbe0","タイヤのグリップ性能を微妙にアップ
耐久力＋３０"," ・ Very slightly increases tire grip
 ・ Stamina +30",240,64,16,"Very slightly increases tire grip.
Stamina +30","Very slightly increases tire grip
Stamina +30","Very slightly increases tire grip
Stamina +30","Very slightly increases tire grip
Stamina +30"
"opb/PartsDesc.opb","0x3a24","0x1 0xbe4","　高いグリップ性能を持つ特殊タイヤ。","A special tire with high-grip performance.",240,64,16,"A special tire with high grip performance.","　高いグリップ性能を持つ特殊タイヤ。","　高いグリップ性能を持つ特殊タイヤ。","　高いグリップ性能を持つ特殊タイヤ。"
"opb/PartsDesc.opb","0x3a49","0x1 0xbf0","強化タイヤＢ","Reinforced Tire B",102,14,14,"Reinforced Tire B","Reinforced Tire B","Reinforced Tire B","&Reinforced Tire B"
"opb/PartsDesc.opb","0x3a56","0x1 0xbf4","タイヤのグリップ性能を少しアップ
投げつけダメージ＋２０％"," ・ Slightly increases tire grip
 ・ Throwing damage +20%",240,64,16,"Slightly increases tire grip.
Throwing damage +20%","Slightly increases tire grip
Throwing damage +20%","Slightly increases tire grip
Throwing damage +20%","Slightly increases tire grip
Throwing damage +20%"
"opb/PartsDesc.opb","0x3a91","0x1 0xbf8","　高いグリップ性能を持つ特殊タイヤ。","A special tire with high-grip performance.",240,64,16,"A special tire with high grip performance.","　高いグリップ性能を持つ特殊タイヤ。","　高いグリップ性能を持つ特殊タイヤ。","　高いグリップ性能を持つ特殊タイヤ。"
"opb/PartsDesc.opb","0x3ab6","0x1 0xc04","強化タイヤＳ","Reinforced Tire S",102,14,14,"Reinforced Tire S","Reinforced Tire S","Reinforced Tire S","&Reinforced Tire S"
"opb/PartsDesc.opb","0x3ac3","0x1 0xc08","タイヤのグリップ性能をアップ
斬撃、打撃ダメージ＋１０％"," ・ Increases tire grip
 ・ Striking, slashing damage +10%",240,64,16,"Increases tire grip.
Increases striking, slashing damage by 10%","Increases tire grip
Increases striking, slashing damage by 10%","Increases tire grip
Increases striking, slashing damage by 10%","Increases tire grip
Increases striking, slashing damage by 10%"
"opb/PartsDesc.opb","0x3afc","0x1 0xc0c","　高いグリップ性能を持つ特殊タイヤ。","A special tire with high-grip performance.",240,64,16,"A special tire with high grip performance.","　高いグリップ性能を持つ特殊タイヤ。","　高いグリップ性能を持つ特殊タイヤ。","　高いグリップ性能を持つ特殊タイヤ。"
"opb/PartsDesc.opb","0x3b21","0x1 0xc18","ブルーオイル１","Blue Oil 1",102,14,14,"Blue Oil 1","Blue Oil 1","Blue Oil 1","&Blue Oil 1"
"opb/PartsDesc.opb","0x3b30","0x1 0xc1c","整備頻度＋１（故障しにくくなる）"," ・ Maintenance frequency +1 (breakdowns become less likely)",240,64,16,"Maintenance frequency +1 (Breakdown becomes less likely.)","Maintainance frequency +1 (breakdown becomes less likely)","Maintainance frequency +1
(less likely to break down)","Maintainance frequency +1 (breakdown becomes less likely)"
"opb/PartsDesc.opb","0x3b51","0x1 0xc20","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the Puppet's interior mechanisms from impact and heat.",240,64,16,"Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the mech's interior mechanisms from impact and heat.","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。"
"opb/PartsDesc.opb","0x3ba8","0x1 0xc2c","ブルーオイル２","Blue Oil 2",102,14,14,"Blue Oil 2","Blue Oil 2","Blue Oil 2","&Blue Oil 2"
"opb/PartsDesc.opb","0x3bb7","0x1 0xc30","整備頻度＋２（故障しにくくなる）"," ・ Maintenance frequency +2 (breakdowns become less likely)",240,64,16,"Maintenance frequency +2 (Breakdown becomes less likely.)","Maintainance frequency +2 (breakdown becomes less likely)","Maintainance frequency +2
(less likely to break down)","Maintainance frequency +2 (breakdown becomes less likely)"
"opb/PartsDesc.opb","0x3bd8","0x1 0xc34","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the Puppet's interior mechanisms from impact and heat.",240,64,16,"Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the mech's interior mechanisms from impact and heat.","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。"
"opb/PartsDesc.opb","0x3c2f","0x1 0xc40","ブルーオイル３","Blue Oil 3",102,14,14,"Blue Oil 3","Blue Oil 3","Blue Oil 3","&Blue Oil 3"
"opb/PartsDesc.opb","0x3c3e","0x1 0xc44","整備頻度＋３（故障しにくくなる）"," ・ Maintenance frequency +3 (breakdowns become less likely)",240,64,16,"Maintenance frequency +3 (Breakdown becomes less likely.)","Maintainance frequency +3 (breakdown becomes less likely)","Maintainance frequency +3
(less likely to break down)","Maintainance frequency +3 (breakdown becomes less likely)"
"opb/PartsDesc.opb","0x3c5f","0x1 0xc48","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the Puppet's interior mechanisms from impact and heat.",240,64,16,"Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the mech's interior mechanisms from impact and heat.","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。"
"opb/PartsDesc.opb","0x3cb6","0x1 0xc54","ブルーオイル4","Blue Oil 4",102,14,14,"Blue Oil 4","Blue Oil 4","Blue Oil 4","&Blue Oil 4"
"opb/PartsDesc.opb","0x3cc5","0x1 0xc58","整備頻度＋３
整備時間－１"," ・ Maintenance frequency +3
 ・ Maintenance time -1",240,64,16,"Maintenance frequency +3
Maintenance time -1","Maintainance frequency +3
Maintainance time -1","Maintainance frequency +3
Maintainance time -1","Maintainance frequency +3
Maintainance time -1"
"opb/PartsDesc.opb","0x3ce0","0x1 0xc5c","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the Puppet's interior mechanisms from impact and heat.",240,64,16,"Lubricating oil made from blue flowers that only bloom in Narnia. Protects the mech's interior mechanisms from impact and heat.","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。"
"opb/PartsDesc.opb","0x3d37","0x1 0xc68","ブルーオイル5","Blue Oil 5",102,14,14,"Blue Oil 5","Blue Oil 5","Blue Oil 5","&Blue Oil 5"
"opb/PartsDesc.opb","0x3d46","0x1 0xc6c","整備頻度＋３
整備時間－２"," ・ Maintenance frequency +3
 ・ Maintenance time -2",240,64,16,"Maintenance frequency +3
Maintenance time -2","Maintainance frequency +3
Maintainance time -2","Maintainance frequency +3
Maintainance time -2","Maintainance frequency +3
Maintainance time -2"
"opb/PartsDesc.opb","0x3d61","0x1 0xc70","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the Puppet's interior mechanisms from impact and heat.",240,64,16,"Lubricating oil made from blue flowers that only bloom in Narnia. Protects the mech's interior mechanisms from impact and heat.","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。","　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。"
"opb/PartsDesc.opb","0x3db8","0x1 0xc7c","設計図０１＿Ａ","Blueprint 01_A",102,14,14,"Blueprint 01_A","Blueprint 01_A","Blueprint 01_A","Blueprint 01_A"
"opb/PartsDesc.opb","0x3dc7","0x1 0xc80","ハットマンの設計図

/c5※製作には「設計図０１＿Ｂ」と
　３００Ｇの資金が必要/c3","Blueprints for Hat Man.
/c5* Requires {Blueprint 01_B} and 300G of funds to produce./c3",240,64,16,"Blueprints for the Hatman.
/c5* Requires {Blueprint 01_B} and 300 G of funds to produce./c3","Blueprints for Hatman.
/c5* Requires {Blueprint 01_B} and 300 G of funds to produce./c3","Blueprints for Hatman.

/c5* Requires “Blueprint 01_B”
and 300 G of funds to produce./c3","Blueprints for Hatman.
/c5* Requires {Blueprint 01_B} and 300 G of funds to produce./c3"
"opb/PartsDesc.opb","0x3e1a","0x1 0xc84","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x3eaf","0x1 0xc90","設計図０２＿Ａ","Blueprint 02_A",102,14,14,"Blueprint 02_A","Blueprint 02_A","Blueprint 02_A","Blueprint 02_A"
"opb/PartsDesc.opb","0x3ebe","0x1 0xc94","アクトゥールの設計図

/c5※製作には「設計図０２＿Ｂ」と
　5００Ｇの資金が必要/c3","Blueprints for Acteur.
/c5* Requires {Blueprint 02_B} and 500G of funds to produce./c3",240,64,16,"Blueprints for the Acteur.
/c5* Requires {Blueprint 02_B} and 500 G of funds to produce./c3","Blueprints for Actour.
/c5* Requires {Blueprint 02_B} and 500 G of funds to produce./c3","アクトゥールのBlueprint

/c5※製作には「Blueprint 02_B」と
　500Ｇの資金が必要/c3","Blueprints for Actour.
/c5* Requires {Blueprint 02_B} and 500 G of funds to produce./c3"
"opb/PartsDesc.opb","0x3f13","0x1 0xc98","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x3fa8","0x1 0xca4","設計図０３＿Ａ","Blueprint 03_A",102,14,14,"Blueprint 03_A","Blueprint 03_A","Blueprint 03_A","Blueprint 03_A"
"opb/PartsDesc.opb","0x3fb7","0x1 0xca8","人形風車リルゼットの設計図

/c5※製作には「設計図０３＿Ｂ」と
　６００Ｇの資金が必要/c3","Blueprints for Puppet Windmill Lilisette.
/c5* Requires {Blueprint 03_B} and 600G of funds to produce./c3",240,64,16,"Blueprints for the Windmill Mech Lilisette.
/c5* Requires {Blueprint 03_B} and 600 G of funds to produce./c3","Blueprints for Puppet Windmill Lilzet.
/c5* Requires {Blueprint 03_B} and 600 G of funds to produce./c3","人形風車リルゼットのBlueprint

/c5※製作には「Blueprint 03_B」と
　600Ｇの資金が必要/c3","Blueprints for Puppet Windmill Lilzet.
/c5* Requires {Blueprint 03_B} and 600 G of funds to produce./c3"
"opb/PartsDesc.opb","0x4012","0x1 0xcac","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x40a7","0x1 0xcb8","設計図０4＿Ａ","Blueprint 04_A",102,14,14,"Blueprint 04_A","Blueprint 04_A","Blueprint 04_A","Blueprint 04_A"
